Ref_Date,GEO,Value
2010,"Kingston, Ontario",1123
2011,"Kingston, Ontario",1127
2012,"Kingston, Ontario",1183
2013,"Kingston, Ontario",1267
2009,"Kitchener-Cambridge-Waterloo, Ontario",589
2010,"Kitchener-Cambridge-Waterloo, Ontario",589
2011,"Kitchener-Cambridge-Waterloo, Ontario",608
2012,"Kitchener-Cambridge-Waterloo, Ontario",644
2013,"Kitchener-Cambridge-Waterloo, Ontario",659
2009,"Kitchener-Cambridge-Waterloo, Ontario",723
2010,"Kitchener-Cambridge-Waterloo, Ontario",740
2011,"Kitchener-Cambridge-Waterloo, Ontario",752
2012,"Kitchener-Cambridge-Waterloo, Ontario",773
2013,"Kitchener-Cambridge-Waterloo, Ontario",811
2009,"Kitchener-Cambridge-Waterloo, Ontario",854
2010,"Kitchener-Cambridge-Waterloo, Ontario",872
2011,"Kitchener-Cambridge-Waterloo, Ontario",889
2012,"Kitchener-Cambridge-Waterloo, Ontario",906
2013,"Kitchener-Cambridge-Waterloo, Ontario",951
2009,"Kitchener-Cambridge-Waterloo, Ontario",973
2010,"Kitchener-Cambridge-Waterloo, Ontario",988
2011,"Kitchener-Cambridge-Waterloo, Ontario",1010
2012,"Kitchener-Cambridge-Waterloo, Ontario",1027
2013,"Kitchener-Cambridge-Waterloo, Ontario",1080
2009,"Kitchener-Cambridge-Waterloo, Ontario",F
2010,"Kitchener-Cambridge-Waterloo, Ontario",F
2011,"Kitchener-Cambridge-Waterloo, Ontario",610
2012,"Kitchener-Cambridge-Waterloo, Ontario",625
2013,"Kitchener-Cambridge-Waterloo, Ontario",F
2009,"Kitchener-Cambridge-Waterloo, Ontario",752
2010,"Kitchener-Cambridge-Waterloo, Ontario",748
2011,"Kitchener-Cambridge-Waterloo, Ontario",798
2012,"Kitchener-Cambridge-Waterloo, Ontario",784
2013,"Kitchener-Cambridge-Waterloo, Ontario",824
2009,"Kitchener-Cambridge-Waterloo, Ontario",824
2010,"Kitchener-Cambridge-Waterloo, Ontario",863
2011,"Kitchener-Cambridge-Waterloo, Ontario",893
2012,"Kitchener-Cambridge-Waterloo, Ontario",882
2013,"Kitchener-Cambridge-Waterloo, Ontario",936
2009,"Kitchener-Cambridge-Waterloo, Ontario",965
2010,"Kitchener-Cambridge-Waterloo, Ontario",981
2011,"Kitchener-Cambridge-Waterloo, Ontario",1015
2012,"Kitchener-Cambridge-Waterloo, Ontario",1003
2013,"Kitchener-Cambridge-Waterloo, Ontario",1043
2009,"Kitchener-Cambridge-Waterloo, Ontario",589
2010,"Kitchener-Cambridge-Waterloo, Ontario",589
2011,"Kitchener-Cambridge-Waterloo, Ontario",608
2012,"Kitchener-Cambridge-Waterloo, Ontario",644
2013,"Kitchener-Cambridge-Waterloo, Ontario",660
2009,"Kitchener-Cambridge-Waterloo, Ontario",722
2010,"Kitchener-Cambridge-Waterloo, Ontario",740
2011,"Kitchener-Cambridge-Waterloo, Ontario",751
2012,"Kitchener-Cambridge-Waterloo, Ontario",773
2013,"Kitchener-Cambridge-Waterloo, Ontario",810
2009,"Kitchener-Cambridge-Waterloo, Ontario",856
2010,"Kitchener-Cambridge-Waterloo, Ontario",872
2011,"Kitchener-Cambridge-Waterloo, Ontario",889
2012,"Kitchener-Cambridge-Waterloo, Ontario",908
2013,"Kitchener-Cambridge-Waterloo, Ontario",952
2009,"Kitchener-Cambridge-Waterloo, Ontario",984
2010,"Kitchener-Cambridge-Waterloo, Ontario",997
2011,"Kitchener-Cambridge-Waterloo, Ontario",1005
2012,"Kitchener-Cambridge-Waterloo, Ontario",1050
2013,"Kitchener-Cambridge-Waterloo, Ontario",1117
2009,"Kitchener-Cambridge-Waterloo, Ontario",596
2010,"Kitchener-Cambridge-Waterloo, Ontario",594
2011,"Kitchener-Cambridge-Waterloo, Ontario",615
2012,"Kitchener-Cambridge-Waterloo, Ontario",650
2013,"Kitchener-Cambridge-Waterloo, Ontario",666
2009,"Kitchener-Cambridge-Waterloo, Ontario",727
2010,"Kitchener-Cambridge-Waterloo, Ontario",745
2011,"Kitchener-Cambridge-Waterloo, Ontario",757
2012,"Kitchener-Cambridge-Waterloo, Ontario",778
2013,"Kitchener-Cambridge-Waterloo, Ontario",815
2009,"Kitchener-Cambridge-Waterloo, Ontario",860
2010,"Kitchener-Cambridge-Waterloo, Ontario",876
2011,"Kitchener-Cambridge-Waterloo, Ontario",894
2012,"Kitchener-Cambridge-Waterloo, Ontario",913
2013,"Kitchener-Cambridge-Waterloo, Ontario",958
2009,"Kitchener-Cambridge-Waterloo, Ontario",987
2010,"Kitchener-Cambridge-Waterloo, Ontario",1006
2011,"Kitchener-Cambridge-Waterloo, Ontario",1016
2012,"Kitchener-Cambridge-Waterloo, Ontario",1056
2013,"Kitchener-Cambridge-Waterloo, Ontario",1123
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",..
2013,"Lambton Shores, Ontario",..
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",F
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",F
2013,"Lambton Shores, Ontario",F
2009,"Lambton Shores, Ontario",626
2010,"Lambton Shores, Ontario",544
2011,"Lambton Shores, Ontario",692
2012,"Lambton Shores, Ontario",661
2013,"Lambton Shores, Ontario",704
2009,"Lambton Shores, Ontario",F
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",F
2013,"Lambton Shores, Ontario",F
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",..
2013,"Lambton Shores, Ontario",..
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",..
2013,"Lambton Shores, Ontario",..
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",..
2013,"Lambton Shores, Ontario",..
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",..
2013,"Lambton Shores, Ontario",..
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",..
2013,"Lambton Shores, Ontario",..
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",F
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",F
2013,"Lambton Shores, Ontario",F
2009,"Lambton Shores, Ontario",626
2010,"Lambton Shores, Ontario",544
2011,"Lambton Shores, Ontario",692
2012,"Lambton Shores, Ontario",661
2013,"Lambton Shores, Ontario",704
2009,"Lambton Shores, Ontario",F
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",F
2013,"Lambton Shores, Ontario",F
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",..
2013,"Lambton Shores, Ontario",..
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",F
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",F
2013,"Lambton Shores, Ontario",F
2009,"Lambton Shores, Ontario",626
2010,"Lambton Shores, Ontario",544
2011,"Lambton Shores, Ontario",692
2012,"Lambton Shores, Ontario",661
2013,"Lambton Shores, Ontario",704
2009,"Lambton Shores, Ontario",..
2010,"Lambton Shores, Ontario",..
2011,"Lambton Shores, Ontario",..
2012,"Lambton Shores, Ontario",F
2013,"Lambton Shores, Ontario",F
2009,"Leamington, Ontario",482
2010,"Leamington, Ontario",497
2011,"Leamington, Ontario",498
2012,"Leamington, Ontario",524
2013,"Leamington, Ontario",538
2009,"Leamington, Ontario",610
2010,"Leamington, Ontario",622
2011,"Leamington, Ontario",648
2012,"Leamington, Ontario",638
2013,"Leamington, Ontario",652
2009,"Leamington, Ontario",722
2010,"Leamington, Ontario",731
2011,"Leamington, Ontario",736
2012,"Leamington, Ontario",758
2013,"Leamington, Ontario",773
2009,"Leamington, Ontario",910
2010,"Leamington, Ontario",979
2011,"Leamington, Ontario",888
2012,"Leamington, Ontario",972
2013,"Leamington, Ontario",988
2009,"Leamington, Ontario",..
2010,"Leamington, Ontario",..
2011,"Leamington, Ontario",..
2012,"Leamington, Ontario",..
2013,"Leamington, Ontario",..
2009,"Leamington, Ontario",F
2010,"Leamington, Ontario",F
2011,"Leamington, Ontario",F
2012,"Leamington, Ontario",F
2013,"Leamington, Ontario",F
2009,"Leamington, Ontario",F
2010,"Leamington, Ontario",604
2011,"Leamington, Ontario",604
2012,"Leamington, Ontario",F
2013,"Leamington, Ontario",F
2009,"Leamington, Ontario",F
2010,"Leamington, Ontario",F
2011,"Leamington, Ontario",F
2012,"Leamington, Ontario",F
2013,"Leamington, Ontario",F
2009,"Leamington, Ontario",482
2010,"Leamington, Ontario",497
2011,"Leamington, Ontario",498
2012,"Leamington, Ontario",524
2013,"Leamington, Ontario",538
2009,"Leamington, Ontario",610
2010,"Leamington, Ontario",622
2011,"Leamington, Ontario",649
2012,"Leamington, Ontario",638
2013,"Leamington, Ontario",652
2009,"Leamington, Ontario",730
2010,"Leamington, Ontario",738
2011,"Leamington, Ontario",743
2012,"Leamington, Ontario",764
2013,"Leamington, Ontario",781
2009,"Leamington, Ontario",933
2010,"Leamington, Ontario",999
2011,"Leamington, Ontario",896
2012,"Leamington, Ontario",996
2013,"Leamington, Ontario",1013
2009,"Leamington, Ontario",482
2010,"Leamington, Ontario",497
2011,"Leamington, Ontario",498
2012,"Leamington, Ontario",524
2013,"Leamington, Ontario",538
2009,"Leamington, Ontario",618
2010,"Leamington, Ontario",628
2011,"Leamington, Ontario",654
2012,"Leamington, Ontario",644
2013,"Leamington, Ontario",660
2009,"Leamington, Ontario",737
2010,"Leamington, Ontario",751
2011,"Leamington, Ontario",749
2012,"Leamington, Ontario",773
2013,"Leamington, Ontario",796
2009,"Leamington, Ontario",1011
2010,"Leamington, Ontario",1021
2011,"Leamington, Ontario",1001
2012,"Leamington, Ontario",1047
2013,"Leamington, Ontario",1028
2009,"London, Ontario",533
2010,"London, Ontario",546
2011,"London, Ontario",533
2012,"London, Ontario",575
2013,"London, Ontario",588
2009,"London, Ontario",708
2010,"London, Ontario",700
2011,"London, Ontario",710
2012,"London, Ontario",747
2013,"London, Ontario",752
2009,"London, Ontario",894
2010,"London, Ontario",869
2011,"London, Ontario",880
2012,"London, Ontario",917
2013,"London, Ontario",922
2009,"London, Ontario",942
2010,"London, Ontario",953
2011,"London, Ontario",955
2012,"London, Ontario",983
2013,"London, Ontario",998
2009,"London, Ontario",F
2010,"London, Ontario",F
2011,"London, Ontario",..
2012,"London, Ontario",..
2013,"London, Ontario",..
2009,"London, Ontario",F
2010,"London, Ontario",F
2011,"London, Ontario",..
2012,"London, Ontario",F
2013,"London, Ontario",F
2009,"London, Ontario",860
2010,"London, Ontario",864
2011,"London, Ontario",869
2012,"London, Ontario",873
2013,"London, Ontario",880
2009,"London, Ontario",885
2010,"London, Ontario",898
2011,"London, Ontario",898
2012,"London, Ontario",941
2013,"London, Ontario",948
2009,"London, Ontario",533
2010,"London, Ontario",546
2011,"London, Ontario",533
2012,"London, Ontario",575
2013,"London, Ontario",588
2009,"London, Ontario",708
2010,"London, Ontario",700
2011,"London, Ontario",710
2012,"London, Ontario",747
2013,"London, Ontario",752
2009,"London, Ontario",896
2010,"London, Ontario",869
2011,"London, Ontario",881
2012,"London, Ontario",919
2013,"London, Ontario",924
2009,"London, Ontario",1030
2010,"London, Ontario",1033
2011,"London, Ontario",1041
2012,"London, Ontario",1043
2013,"London, Ontario",1080
2009,"London, Ontario",540
2010,"London, Ontario",558
2011,"London, Ontario",544
2012,"London, Ontario",588
2013,"London, Ontario",604
2009,"London, Ontario",716
2010,"London, Ontario",709
2011,"London, Ontario",719
2012,"London, Ontario",757
2013,"London, Ontario",762
2009,"London, Ontario",910
2010,"London, Ontario",881
2011,"London, Ontario",894
2012,"London, Ontario",935
2013,"London, Ontario",940
2009,"London, Ontario",1079
2010,"London, Ontario",1071
2011,"London, Ontario",1064
2012,"London, Ontario",1063
2013,"London, Ontario",1106
2009,"Meaford, Ontario",F
2010,"Meaford, Ontario",F
2011,"Meaford, Ontario",F
2012,"Meaford, Ontario",F
2013,"Meaford, Ontario",F
2009,"Meaford, Ontario",667
2010,"Meaford, Ontario",585
2011,"Meaford, Ontario",657
2012,"Meaford, Ontario",675
2013,"Meaford, Ontario",629
2009,"Meaford, Ontario",783
2010,"Meaford, Ontario",740
2011,"Meaford, Ontario",757
2012,"Meaford, Ontario",764
2013,"Meaford, Ontario",781
2009,"Meaford, Ontario",F
2010,"Meaford, Ontario",852
2011,"Meaford, Ontario",837
2012,"Meaford, Ontario",819
2013,"Meaford, Ontario",842
2009,"Meaford, Ontario",..
2010,"Meaford, Ontario",..
2011,"Meaford, Ontario",..
2012,"Meaford, Ontario",..
2013,"Meaford, Ontario",..
2009,"Meaford, Ontario",F
2010,"Meaford, Ontario",F
2011,"Meaford, Ontario",F
2012,"Meaford, Ontario",F
2013,"Meaford, Ontario",F
2009,"Meaford, Ontario",F
2010,"Meaford, Ontario",F
2011,"Meaford, Ontario",F
2012,"Meaford, Ontario",F
2013,"Meaford, Ontario",F
2009,"Meaford, Ontario",..
2010,"Meaford, Ontario",..
2011,"Meaford, Ontario",F
2012,"Meaford, Ontario",..
2013,"Meaford, Ontario",F
2009,"Meaford, Ontario",F
2010,"Meaford, Ontario",F
2011,"Meaford, Ontario",F
2012,"Meaford, Ontario",F
2013,"Meaford, Ontario",F
2009,"Meaford, Ontario",668
2010,"Meaford, Ontario",585
2011,"Meaford, Ontario",660
2012,"Meaford, Ontario",678
2013,"Meaford, Ontario",629
2009,"Meaford, Ontario",793
2010,"Meaford, Ontario",748
2011,"Meaford, Ontario",766
2012,"Meaford, Ontario",774
2013,"Meaford, Ontario",778
2009,"Meaford, Ontario",F
2010,"Meaford, Ontario",852
2011,"Meaford, Ontario",841
2012,"Meaford, Ontario",819
2013,"Meaford, Ontario",835
2009,"Meaford, Ontario",F
2010,"Meaford, Ontario",F
2011,"Meaford, Ontario",F
2012,"Meaford, Ontario",F
2013,"Meaford, Ontario",F
2009,"Meaford, Ontario",688
2010,"Meaford, Ontario",582
2011,"Meaford, Ontario",688
2012,"Meaford, Ontario",707
2013,"Meaford, Ontario",633
2009,"Meaford, Ontario",800
2010,"Meaford, Ontario",756
2011,"Meaford, Ontario",776
2012,"Meaford, Ontario",787
2013,"Meaford, Ontario",788
2009,"Meaford, Ontario",F
2010,"Meaford, Ontario",F
2011,"Meaford, Ontario",F
2012,"Meaford, Ontario",F
2013,"Meaford, Ontario",F
2009,"Midland, Ontario",509
2010,"Midland, Ontario",533
2011,"Midland, Ontario",530
2012,"Midland, Ontario",506
2013,"Midland, Ontario",521
2009,"Midland, Ontario",686
2010,"Midland, Ontario",687
2011,"Midland, Ontario",687
2012,"Midland, Ontario",709
2013,"Midland, Ontario",732
2009,"Midland, Ontario",782
2010,"Midland, Ontario",794
2011,"Midland, Ontario",795
2012,"Midland, Ontario",815
2013,"Midland, Ontario",837
2009,"Midland, Ontario",896
2010,"Midland, Ontario",912
2011,"Midland, Ontario",922
2012,"Midland, Ontario",967
2013,"Midland, Ontario",959
2009,"Midland, Ontario",..
2010,"Midland, Ontario",..
2011,"Midland, Ontario",..
2012,"Midland, Ontario",..
2013,"Midland, Ontario",..
2009,"Midland, Ontario",..
2010,"Midland, Ontario",..
2011,"Midland, Ontario",..
2012,"Midland, Ontario",..
2013,"Midland, Ontario",..
2009,"Midland, Ontario",F
2010,"Midland, Ontario",F
2011,"Midland, Ontario",..
2012,"Midland, Ontario",..
2013,"Midland, Ontario",..
2009,"Midland, Ontario",F
2010,"Midland, Ontario",F
2011,"Midland, Ontario",..
2012,"Midland, Ontario",..
2013,"Midland, Ontario",..
2009,"Midland, Ontario",509
2010,"Midland, Ontario",533
2011,"Midland, Ontario",530
2012,"Midland, Ontario",506
2013,"Midland, Ontario",521
2009,"Midland, Ontario",686
2010,"Midland, Ontario",687
2011,"Midland, Ontario",687
2012,"Midland, Ontario",709
2013,"Midland, Ontario",732
2009,"Midland, Ontario",779
2010,"Midland, Ontario",791
2011,"Midland, Ontario",795
2012,"Midland, Ontario",815
2013,"Midland, Ontario",837
2009,"Midland, Ontario",855
2010,"Midland, Ontario",848
2011,"Midland, Ontario",922
2012,"Midland, Ontario",967
2013,"Midland, Ontario",959
2009,"Midland, Ontario",514
2010,"Midland, Ontario",546
2011,"Midland, Ontario",543
2012,"Midland, Ontario",540
2013,"Midland, Ontario",579
2009,"Midland, Ontario",703
2010,"Midland, Ontario",700
2011,"Midland, Ontario",708
2012,"Midland, Ontario",726
2013,"Midland, Ontario",748
2009,"Midland, Ontario",790
2010,"Midland, Ontario",798
2011,"Midland, Ontario",802
2012,"Midland, Ontario",821
2013,"Midland, Ontario",841
2009,"Midland, Ontario",833
2010,"Midland, Ontario",F
2011,"Midland, Ontario",867
2012,"Midland, Ontario",F
2013,"Midland, Ontario",F
2009,"Mississippi Mills, Ontario",488
2010,"Mississippi Mills, Ontario",F
2011,"Mississippi Mills, Ontario",F
2012,"Mississippi Mills, Ontario",F
2013,"Mississippi Mills, Ontario",F
2009,"Mississippi Mills, Ontario",585
2010,"Mississippi Mills, Ontario",607
2011,"Mississippi Mills, Ontario",604
2012,"Mississippi Mills, Ontario",641
2013,"Mississippi Mills, Ontario",642
2009,"Mississippi Mills, Ontario",738
2010,"Mississippi Mills, Ontario",759
2011,"Mississippi Mills, Ontario",763
2012,"Mississippi Mills, Ontario",807
2013,"Mississippi Mills, Ontario",813
2009,"Mississippi Mills, Ontario",..
2010,"Mississippi Mills, Ontario",..
2011,"Mississippi Mills, Ontario",..
2012,"Mississippi Mills, Ontario",..
2013,"Mississippi Mills, Ontario",..
2009,"Mississippi Mills, Ontario",F
2010,"Mississippi Mills, Ontario",F
2011,"Mississippi Mills, Ontario",F
2012,"Mississippi Mills, Ontario",F
2013,"Mississippi Mills, Ontario",F
2009,"Mississippi Mills, Ontario",575
2010,"Mississippi Mills, Ontario",591
2011,"Mississippi Mills, Ontario",621
2012,"Mississippi Mills, Ontario",623
2013,"Mississippi Mills, Ontario",637
2009,"Mississippi Mills, Ontario",738
2010,"Mississippi Mills, Ontario",761
2011,"Mississippi Mills, Ontario",F
2012,"Mississippi Mills, Ontario",F
2013,"Mississippi Mills, Ontario",826
2009,"Mississippi Mills, Ontario",..
2010,"Mississippi Mills, Ontario",..
2011,"Mississippi Mills, Ontario",..
2012,"Mississippi Mills, Ontario",..
2013,"Mississippi Mills, Ontario",..
2009,"Mississippi Mills, Ontario",F
2010,"Mississippi Mills, Ontario",..
2011,"Mississippi Mills, Ontario",..
2012,"Mississippi Mills, Ontario",..
2013,"Mississippi Mills, Ontario",..
2009,"Mississippi Mills, Ontario",F
2010,"Mississippi Mills, Ontario",F
2011,"Mississippi Mills, Ontario",F
2012,"Mississippi Mills, Ontario",F
2013,"Mississippi Mills, Ontario",F
2009,"Mississippi Mills, Ontario",F
2010,"Mississippi Mills, Ontario",F
2011,"Mississippi Mills, Ontario",F
2012,"Mississippi Mills, Ontario",F
2013,"Mississippi Mills, Ontario",F
2009,"Mississippi Mills, Ontario",..
2010,"Mississippi Mills, Ontario",..
2011,"Mississippi Mills, Ontario",..
2012,"Mississippi Mills, Ontario",..
2013,"Mississippi Mills, Ontario",..
2009,"Mississippi Mills, Ontario",F
2010,"Mississippi Mills, Ontario",..
2011,"Mississippi Mills, Ontario",..
2012,"Mississippi Mills, Ontario",..
2013,"Mississippi Mills, Ontario",..
2009,"Mississippi Mills, Ontario",F
2010,"Mississippi Mills, Ontario",F
2011,"Mississippi Mills, Ontario",F
2012,"Mississippi Mills, Ontario",F
2013,"Mississippi Mills, Ontario",F
2009,"Mississippi Mills, Ontario",F
2010,"Mississippi Mills, Ontario",F
2011,"Mississippi Mills, Ontario",F
2012,"Mississippi Mills, Ontario",F
2013,"Mississippi Mills, Ontario",F
2009,"Mississippi Mills, Ontario",..
2010,"Mississippi Mills, Ontario",..
2011,"Mississippi Mills, Ontario",..
2012,"Mississippi Mills, Ontario",..
2013,"Mississippi Mills, Ontario",..
2009,"Norfolk, Ontario",464
2010,"Norfolk, Ontario",462
2011,"Norfolk, Ontario",515
2012,"Norfolk, Ontario",493
2013,"Norfolk, Ontario",506
2009,"Norfolk, Ontario",563
2010,"Norfolk, Ontario",585
2011,"Norfolk, Ontario",571
2012,"Norfolk, Ontario",585
2013,"Norfolk, Ontario",607
2009,"Norfolk, Ontario",611
2010,"Norfolk, Ontario",609
2011,"Norfolk, Ontario",629
2012,"Norfolk, Ontario",640
2013,"Norfolk, Ontario",635
2009,"Norfolk, Ontario",727
2010,"Norfolk, Ontario",F
2011,"Norfolk, Ontario",763
2012,"Norfolk, Ontario",708
2013,"Norfolk, Ontario",F
2009,"Norfolk, Ontario",..
2010,"Norfolk, Ontario",..
2011,"Norfolk, Ontario",..
2012,"Norfolk, Ontario",..
2013,"Norfolk, Ontario",..
2009,"Norfolk, Ontario",..
2010,"Norfolk, Ontario",..
2011,"Norfolk, Ontario",..
2012,"Norfolk, Ontario",..
2013,"Norfolk, Ontario",..
2009,"Norfolk, Ontario",F
2010,"Norfolk, Ontario",F
2011,"Norfolk, Ontario",F
2012,"Norfolk, Ontario",F
2013,"Norfolk, Ontario",F
2009,"Norfolk, Ontario",..
2010,"Norfolk, Ontario",..
2011,"Norfolk, Ontario",..
2012,"Norfolk, Ontario",..
2013,"Norfolk, Ontario",..
2009,"Norfolk, Ontario",464
2010,"Norfolk, Ontario",462
2011,"Norfolk, Ontario",515
2012,"Norfolk, Ontario",493
2013,"Norfolk, Ontario",506
2009,"Norfolk, Ontario",563
2010,"Norfolk, Ontario",585
2011,"Norfolk, Ontario",571
2012,"Norfolk, Ontario",585
2013,"Norfolk, Ontario",607
2009,"Norfolk, Ontario",611
2010,"Norfolk, Ontario",609
2011,"Norfolk, Ontario",628
2012,"Norfolk, Ontario",642
2013,"Norfolk, Ontario",635
2009,"Norfolk, Ontario",727
2010,"Norfolk, Ontario",F
2011,"Norfolk, Ontario",763
2012,"Norfolk, Ontario",708
2013,"Norfolk, Ontario",F
2009,"Norfolk, Ontario",487
2010,"Norfolk, Ontario",487
2011,"Norfolk, Ontario",532
2012,"Norfolk, Ontario",514
2013,"Norfolk, Ontario",522
2009,"Norfolk, Ontario",569
2010,"Norfolk, Ontario",587
2011,"Norfolk, Ontario",575
2012,"Norfolk, Ontario",590
2013,"Norfolk, Ontario",610
2009,"Norfolk, Ontario",660
2010,"Norfolk, Ontario",657
2011,"Norfolk, Ontario",668
2012,"Norfolk, Ontario",684
2013,"Norfolk, Ontario",673
2009,"Norfolk, Ontario",F
2010,"Norfolk, Ontario",F
2011,"Norfolk, Ontario",F
2012,"Norfolk, Ontario",F
2013,"Norfolk, Ontario",..
2009,"North Bay, Ontario",500
2010,"North Bay, Ontario",507
2011,"North Bay, Ontario",526
2012,"North Bay, Ontario",537
2013,"North Bay, Ontario",539
2009,"North Bay, Ontario",639
2010,"North Bay, Ontario",661
2011,"North Bay, Ontario",658
2012,"North Bay, Ontario",673
2013,"North Bay, Ontario",712
2009,"North Bay, Ontario",786
2010,"North Bay, Ontario",814
2011,"North Bay, Ontario",802
2012,"North Bay, Ontario",846
2013,"North Bay, Ontario",863
2009,"North Bay, Ontario",836
2010,"North Bay, Ontario",871
2011,"North Bay, Ontario",898
2012,"North Bay, Ontario",910
2013,"North Bay, Ontario",961
2009,"North Bay, Ontario",F
2010,"North Bay, Ontario",..
2011,"North Bay, Ontario",F
2012,"North Bay, Ontario",F
2013,"North Bay, Ontario",F
2009,"North Bay, Ontario",..
2010,"North Bay, Ontario",F
2011,"North Bay, Ontario",F
2012,"North Bay, Ontario",F
2013,"North Bay, Ontario",F
2009,"North Bay, Ontario",F
2010,"North Bay, Ontario",785
2011,"North Bay, Ontario",800
2012,"North Bay, Ontario",839
2013,"North Bay, Ontario",824
2009,"North Bay, Ontario",771
2010,"North Bay, Ontario",847
2011,"North Bay, Ontario",867
2012,"North Bay, Ontario",868
2013,"North Bay, Ontario",901
2009,"North Bay, Ontario",504
2010,"North Bay, Ontario",507
2011,"North Bay, Ontario",527
2012,"North Bay, Ontario",537
2013,"North Bay, Ontario",539
2009,"North Bay, Ontario",639
2010,"North Bay, Ontario",662
2011,"North Bay, Ontario",659
2012,"North Bay, Ontario",675
2013,"North Bay, Ontario",713
2009,"North Bay, Ontario",784
2010,"North Bay, Ontario",816
2011,"North Bay, Ontario",802
2012,"North Bay, Ontario",847
2013,"North Bay, Ontario",866
2009,"North Bay, Ontario",886
2010,"North Bay, Ontario",899
2011,"North Bay, Ontario",953
2012,"North Bay, Ontario",959
2013,"North Bay, Ontario",1020
2009,"North Bay, Ontario",516
2010,"North Bay, Ontario",517
2011,"North Bay, Ontario",510
2012,"North Bay, Ontario",536
2013,"North Bay, Ontario",560
2009,"North Bay, Ontario",666
2010,"North Bay, Ontario",689
2011,"North Bay, Ontario",666
2012,"North Bay, Ontario",687
2013,"North Bay, Ontario",734
2009,"North Bay, Ontario",804
2010,"North Bay, Ontario",842
2011,"North Bay, Ontario",818
2012,"North Bay, Ontario",864
2013,"North Bay, Ontario",890
2009,"North Bay, Ontario",904
2010,"North Bay, Ontario",922
2011,"North Bay, Ontario",922
2012,"North Bay, Ontario",1026
2013,"North Bay, Ontario",1046
2009,"North Grenville, Ontario",F
2010,"North Grenville, Ontario",F
2011,"North Grenville, Ontario",F
2012,"North Grenville, Ontario",F
2013,"North Grenville, Ontario",F
2009,"North Grenville, Ontario",581
2010,"North Grenville, Ontario",F
2011,"North Grenville, Ontario",F
2012,"North Grenville, Ontario",F
2013,"North Grenville, Ontario",F
2009,"North Grenville, Ontario",790
2010,"North Grenville, Ontario",690
2011,"North Grenville, Ontario",856
2012,"North Grenville, Ontario",867
2013,"North Grenville, Ontario",770
2009,"North Grenville, Ontario",..
2010,"North Grenville, Ontario",..
2011,"North Grenville, Ontario",..
2012,"North Grenville, Ontario",..
2013,"North Grenville, Ontario",..
2009,"North Grenville, Ontario",..
2010,"North Grenville, Ontario",..
2011,"North Grenville, Ontario",..
2012,"North Grenville, Ontario",..
2013,"North Grenville, Ontario",..
2009,"North Grenville, Ontario",F
2010,"North Grenville, Ontario",F
2011,"North Grenville, Ontario",..
2012,"North Grenville, Ontario",..
2013,"North Grenville, Ontario",..
2009,"North Grenville, Ontario",F
2010,"North Grenville, Ontario",F
2011,"North Grenville, Ontario",F
2012,"North Grenville, Ontario",F
2013,"North Grenville, Ontario",F
2009,"North Grenville, Ontario",..
2010,"North Grenville, Ontario",..
2011,"North Grenville, Ontario",..
2012,"North Grenville, Ontario",..
2013,"North Grenville, Ontario",..
2009,"North Grenville, Ontario",F
2010,"North Grenville, Ontario",F
2011,"North Grenville, Ontario",F
2012,"North Grenville, Ontario",F
2013,"North Grenville, Ontario",F
2009,"North Grenville, Ontario",F
2010,"North Grenville, Ontario",F
2011,"North Grenville, Ontario",F
2012,"North Grenville, Ontario",F
2013,"North Grenville, Ontario",F
2009,"North Grenville, Ontario",791
2010,"North Grenville, Ontario",671
2011,"North Grenville, Ontario",865
2012,"North Grenville, Ontario",880
2013,"North Grenville, Ontario",761
2009,"North Grenville, Ontario",..
2010,"North Grenville, Ontario",..
2011,"North Grenville, Ontario",..
2012,"North Grenville, Ontario",..
